picture_id,picture_title,genres,ratings,picture_logo
899,Singin' in the Rain (1952),Comedy|Musical|Romance,4.1953125,/media/Singin' in the Rain (1952)
900,"American in Paris, An (1951)",Musical|Romance,3.9545454545,"/media/American in Paris, An (1951)"
901,Funny Face (1957),Comedy|Musical,3.9166666667,/media/Funny Face (1957)
902,Breakfast at Tiffany's (1961),Drama|Romance,3.5909090909,/media/Breakfast at Tiffany's (1961)
903,Vertigo (1958),Drama|Mystery|Romance|Thriller,4.2246376812,/media/Vertigo (1958)
904,Rear Window (1954),Mystery|Thriller,4.3152173913,/media/Rear Window (1954)
905,It Happened One Night (1934),Comedy|Romance,4.38,/media/It Happened One Night (1934)
906,Gaslight (1944),Drama|Thriller,3.6538461538,/media/Gaslight (1944)
907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,4.0909090909,"/media/Gay Divorcee, The (1934)"
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,4.2701149425,/media/North by Northwest (1959)
909,"Apartment, The (1960)",Comedy|Drama|Romance,3.803030303,"/media/Apartment, The (1960)"
910,Some Like It Hot (1959),Comedy|Crime,3.946969697,/media/Some Like It Hot (1959)
911,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller,4.1111111111,/media/Charade (1963)
912,Casablanca (1942),Drama|Romance,4.235042735,/media/Casablanca (1942)
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,4.3870967742,"/media/Maltese Falcon, The (1941)"
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance,3.6470588235,/media/My Fair Lady (1964)
915,Sabrina (1954),Comedy|Romance,3.8913043478,/media/Sabrina (1954)
916,Roman Holiday (1953),Comedy|Drama|Romance,4.0192307692,/media/Roman Holiday (1953)
917,"Little Princess, The (1939)",Children|Drama,3.6875,"/media/Little Princess, The (1939)"
918,Meet Me in St. Louis (1944),Musical,3.5714285714,/media/Meet Me in St. Louis (1944)
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,3.9572649573,"/media/Wizard of Oz, The (1939)"
920,Gone with the Wind (1939),Drama|Romance|War,4.0441176471,/media/Gone with the Wind (1939)
921,My Favorite Year (1982),Comedy,3.9,/media/My Favorite Year (1982)
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance,4.2948717949,/media/Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)
923,Citizen Kane (1941),Drama|Mystery,4.2,/media/Citizen Kane (1941)
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,3.8861788618,/media/2001: A Space Odyssey (1968)
926,All About Eve (1950),Drama,4.4342105263,/media/All About Eve (1950)
927,"Women, The (1939)",Comedy,4.5,"/media/Women, The (1939)"
928,Rebecca (1940),Drama|Mystery|Romance|Thriller,4.1739130435,/media/Rebecca (1940)
929,Foreign Correspondent (1940),Drama|Film-Noir|Mystery|Thriller,3.8,/media/Foreign Correspondent (1940)
930,Notorious (1946),Film-Noir|Romance|Thriller,4.119047619,/media/Notorious (1946)
931,Spellbound (1945),Mystery|Romance|Thriller,3.8125,/media/Spellbound (1945)
932,"Affair to Remember, An (1957)",Drama|Romance,3.59375,"/media/Affair to Remember, An (1957)"
933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller,3.9655172414,/media/To Catch a Thief (1955)
934,Father of the Bride (1950),Comedy,3.5833333333,/media/Father of the Bride (1950)
935,"Band Wagon, The (1953)",Comedy|Musical,4.0833333333,"/media/Band Wagon, The (1953)"
936,Ninotchka (1939),Comedy|Romance,3.6923076923,/media/Ninotchka (1939)
937,Love in the Afternoon (1957),Comedy|Romance,3.8,/media/Love in the Afternoon (1957)
938,Gigi (1958),Musical,3.8181818182,/media/Gigi (1958)
939,"Reluctant Debutante, The (1958)",Comedy|Drama,4,"/media/Reluctant Debutante, The (1958)"
940,"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance,3.9722222222,"/media/Adventures of Robin Hood, The (1938)"
941,"Mark of Zorro, The (1940)",Adventure,3.875,"/media/Mark of Zorro, The (1940)"
942,Laura (1944),Crime|Film-Noir|Mystery,3.8846153846,/media/Laura (1944)
943,"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance,4,"/media/Ghost and Mrs. Muir, The (1947)"
944,Lost Horizon (1937),Drama,3,/media/Lost Horizon (1937)
945,Top Hat (1935),Comedy|Musical|Romance,4,/media/Top Hat (1935)
946,To Be or Not to Be (1942),Comedy|Drama|War,4.3,/media/To Be or Not to Be (1942)
947,My Man Godfrey (1936),Comedy|Romance,3.6818181818,/media/My Man Godfrey (1936)
948,Giant (1956),Drama|Romance|Western,3.5909090909,/media/Giant (1956)
949,East of Eden (1955),Drama,3.59375,/media/East of Eden (1955)
950,"Thin Man, The (1934)",Comedy|Crime,4.2058823529,"/media/Thin Man, The (1934)"
951,His Girl Friday (1940),Comedy|Romance,4.2115384615,/media/His Girl Friday (1940)
952,Around the World in 80 Days (1956),Adventure|Comedy,3.3571428571,/media/Around the World in 80 Days (1956)
953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,4.1527777778,/media/It's a Wonderful Life (1946)
954,Mr. Smith Goes to Washington (1939),Drama,4.2258064516,/media/Mr. Smith Goes to Washington (1939)
955,Bringing Up Baby (1938),Comedy|Romance,4.0666666667,/media/Bringing Up Baby (1938)
956,Penny Serenade (1941),Drama|Romance,3.1666666667,/media/Penny Serenade (1941)
957,"Scarlet Letter, The (1926)",Drama,4,"/media/Scarlet Letter, The (1926)"
960,Angel on My Shoulder (1946),Crime|Drama,2.5,/media/Angel on My Shoulder (1946)
961,Little Lord Fauntleroy (1936),Drama,5,/media/Little Lord Fauntleroy (1936)
962,They Made Me a Criminal (1939),Crime|Drama,3,/media/They Made Me a Criminal (1939)
963,"Inspector General, The (1949)",Musical,3,"/media/Inspector General, The (1949)"
964,Angel and the Badman (1947),Romance|Western,2.5,/media/Angel and the Badman (1947)
965,"39 Steps, The (1935)",Drama|Mystery|Thriller,3.84375,"/media/39 Steps, The (1935)"
966,A Walk in the Sun (1945),Drama|War,4,/media/A Walk in the Sun (1945)
968,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller,4.1111111111,/media/Night of the Living Dead (1968)
969,"African Queen, The (1951)",Adventure|Comedy|Romance|War,4.42,"/media/African Queen, The (1951)"
970,Beat the Devil (1953),Adventure|Comedy|Crime|Drama|Romance,3.5,/media/Beat the Devil (1953)
971,Cat on a Hot Tin Roof (1958),Drama,3.7941176471,/media/Cat on a Hot Tin Roof (1958)
972,"Last Time I Saw Paris, The (1954)",Drama,2.5,"/media/Last Time I Saw Paris, The (1954)"
973,Meet John Doe (1941),Comedy|Drama,4.2857142857,/media/Meet John Doe (1941)
976,"Farewell to Arms, A (1932)",Romance|War,3,"/media/Farewell to Arms, A (1932)"
980,"Yes, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie) (1985)",Action,1,"/media/Yes, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie) (1985)"
981,Dangerous Ground (1997),Drama,1,/media/Dangerous Ground (1997)
982,Picnic (1955),Drama,3,/media/Picnic (1955)
984,"Pompatus of Love, The (1996)",Comedy|Drama,4.5,"/media/Pompatus of Love, The (1996)"
986,Fly Away Home (1996),Adventure|Children,3.5357142857,/media/Fly Away Home (1996)
987,Bliss (1997),Drama|Romance,3,/media/Bliss (1997)
988,Grace of My Heart (1996),Comedy|Drama,3.75,/media/Grace of My Heart (1996)
990,Maximum Risk (1996),Action|Adventure|Thriller,2.5,/media/Maximum Risk (1996)
991,Michael Collins (1996),Drama,3.5,/media/Michael Collins (1996)
992,"Rich Man's Wife, The (1996)",Thriller,2.5,"/media/Rich Man's Wife, The (1996)"
994,Big Night (1996),Comedy|Drama,4.25,/media/Big Night (1996)
996,Last Man Standing (1996),Action|Crime|Drama|Thriller,3.25,/media/Last Man Standing (1996)
997,Caught (1996),Drama|Thriller,2.6666666667,/media/Caught (1996)
998,Set It Off (1996),Action|Crime,3.6666666667,/media/Set It Off (1996)
999,2 Days in the Valley (1996),Crime|Film-Noir,3.34375,/media/2 Days in the Valley (1996)
1003,Extreme Measures (1996),Drama|Thriller,3,/media/Extreme Measures (1996)
1004,"Glimmer Man, The (1996)",Action|Thriller,2.5,"/media/Glimmer Man, The (1996)"
1005,D3: The Mighty Ducks (1996),Children|Comedy,2.5,/media/D3: The Mighty Ducks (1996)
1006,"Chamber, The (1996)",Drama,3,"/media/Chamber, The (1996)"
1007,"Apple Dumpling Gang, The (1975)",Children|Comedy|Western,2.7272727273,"/media/Apple Dumpling Gang, The (1975)"
1008,"Davy Crockett, King of the Wild Frontier (1955)",Adventure|Western,3.5,"/media/Davy Crockett, King of the Wild Frontier (1955)"
1009,Escape to Witch Mountain (1975),Adventure|Children|Fantasy,3.25,/media/Escape to Witch Mountain (1975)
1010,"Love Bug, The (1969)",Children|Comedy,3.0294117647,"/media/Love Bug, The (1969)"
1011,Herbie Rides Again (1974),Children|Comedy|Fantasy|Romance,3.6111111111,/media/Herbie Rides Again (1974)
1012,Old Yeller (1957),Children|Drama,3.6052631579,/media/Old Yeller (1957)
1013,"Parent Trap, The (1961)",Children|Comedy|Romance,3.380952381,"/media/Parent Trap, The (1961)"
1014,Pollyanna (1960),Children|Comedy|Drama,3.3,/media/Pollyanna (1960)
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama,3.2608695652,/media/Homeward Bound: The Incredible Journey (1993)
1016,"Shaggy Dog, The (1959)",Children|Comedy,3.1,"/media/Shaggy Dog, The (1959)"
1017,Swiss Family Robinson (1960),Adventure|Children,3.2647058824,/media/Swiss Family Robinson (1960)
1018,That Darn Cat! (1965),Children|Comedy|Mystery,3.4,/media/That Darn Cat! (1965)
1019,"20,000 Leagues Under the Sea (1954)",Adventure|Drama|Sci-Fi,3.6621621622,"/media/20,000 Leagues Under the Sea (1954)"
1020,Cool Runnings (1993),Comedy,3.3275862069,/media/Cool Runnings (1993)
1021,Angels in the Outfield (1994),Children|Comedy,3.1785714286,/media/Angels in the Outfield (1994)
1022,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,3.5636363636,/media/Cinderella (1950)
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical,4.0882352941,/media/Winnie the Pooh and the Blustery Day (1968)
1024,"Three Caballeros, The (1945)",Animation|Children|Musical,3.25,"/media/Three Caballeros, The (1945)"
1025,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical,3.5961538462,"/media/Sword in the Stone, The (1963)"
1026,So Dear to My Heart (1949),Children|Drama,2.5,/media/So Dear to My Heart (1949)
1027,Robin Hood: Prince of Thieves (1991),Adventure|Drama,3.1136363636,/media/Robin Hood: Prince of Thieves (1991)
1028,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,3.8141025641,/media/Mary Poppins (1964)
1029,Dumbo (1941),Animation|Children|Drama|Musical,3.7023809524,/media/Dumbo (1941)
1030,Pete's Dragon (1977),Adventure|Animation|Children|Musical,3.2222222222,/media/Pete's Dragon (1977)
1031,Bedknobs and Broomsticks (1971),Adventure|Children|Musical,3.5,/media/Bedknobs and Broomsticks (1971)
1032,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,3.612244898,/media/Alice in Wonderland (1951)
1033,"Fox and the Hound, The (1981)",Animation|Children|Drama,3.5238095238,"/media/Fox and the Hound, The (1981)"
1034,Freeway (1996),Comedy|Crime|Drama|Thriller,3.95,/media/Freeway (1996)
1035,"Sound of Music, The (1965)",Musical|Romance,3.94375,"/media/Sound of Music, The (1965)"
1036,Die Hard (1988),Action|Crime|Thriller,3.8642384106,/media/Die Hard (1988)
1037,"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller,2.8333333333,"/media/Lawnmower Man, The (1992)"
1040,"Secret Agent, The (1996)",Drama,4,"/media/Secret Agent, The (1996)"
1041,Secrets & Lies (1996),Drama,3.8653846154,/media/Secrets & Lies (1996)
1042,That Thing You Do! (1996),Comedy|Drama,3.4897959184,/media/That Thing You Do! (1996)
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,2.375,/media/To Gillian on Her 37th Birthday (1996)
1044,Surviving Picasso (1996),Drama,3,/media/Surviving Picasso (1996)
1046,Beautiful Thing (1996),Drama|Romance,3.875,/media/Beautiful Thing (1996)
1047,"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller,3.2166666667,"/media/Long Kiss Goodnight, The (1996)"
1049,"Ghost and the Darkness, The (1996)",Action|Adventure,3.619047619,"/media/Ghost and the Darkness, The (1996)"
1050,Looking for Richard (1996),Documentary|Drama,3.5555555556,/media/Looking for Richard (1996)
1051,Trees Lounge (1996),Drama,3,/media/Trees Lounge (1996)
1053,Normal Life (1996),Crime|Drama|Romance,2,/media/Normal Life (1996)
1054,Get on the Bus (1996),Drama,1.5,/media/Get on the Bus (1996)
1055,Shadow Conspiracy (1997),Thriller,2,/media/Shadow Conspiracy (1997)
1056,Jude (1996),Drama,4,/media/Jude (1996)
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,3.8235294118,/media/Everyone Says I Love You (1996)
1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance,3.525862069,/media/William Shakespeare's Romeo + Juliet (1996)
1060,Swingers (1996),Comedy|Drama,4.2261904762,/media/Swingers (1996)
1061,Sleepers (1996),Thriller,3.5454545455,/media/Sleepers (1996)
1063,Johns (1996),Drama,4.3333333333,/media/Johns (1996)
1064,Aladdin and the King of Thieves (1996),Animation|Children|Comedy|Fantasy|Musical|Romance,3,/media/Aladdin and the King of Thieves (1996)
1066,Shall We Dance (1937),Comedy|Musical|Romance,4.4090909091,/media/Shall We Dance (1937)
1067,"Damsel in Distress, A (1937)",Comedy|Musical|Romance,4,"/media/Damsel in Distress, A (1937)"
1068,Crossfire (1947),Crime|Film-Noir,3.5,/media/Crossfire (1947)
1069,"Murder, My Sweet (1944)",Crime|Film-Noir|Thriller,3.6666666667,"/media/Murder, My Sweet (1944)"
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,3.7533783784,/media/Willy Wonka & the Chocolate Factory (1971)
1076,"Innocents, The (1961)",Drama|Horror|Thriller,3.75,"/media/Innocents, The (1961)"
1077,Sleeper (1973),Comedy|Sci-Fi,4.0512820513,/media/Sleeper (1973)
1078,Bananas (1971),Comedy|War,3.8421052632,/media/Bananas (1971)
1079,"Fish Called Wanda, A (1988)",Comedy|Crime,3.9719101124,"/media/Fish Called Wanda, A (1988)"
1080,Monty Python's Life of Brian (1979),Comedy,3.8571428571,/media/Monty Python's Life of Brian (1979)
1081,Victor/Victoria (1982),Comedy|Musical|Romance,3.6724137931,/media/Victor/Victoria (1982)
1082,"Candidate, The (1972)",Drama,3.6875,"/media/Candidate, The (1972)"
1083,"Great Race, The (1965)",Comedy|Musical,3,"/media/Great Race, The (1965)"
1084,Bonnie and Clyde (1967),Crime|Drama,3.875,/media/Bonnie and Clyde (1967)
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,3.5,"/media/Old Man and the Sea, The (1958)"
1086,Dial M for Murder (1954),Crime|Mystery|Thriller,3.9423076923,/media/Dial M for Murder (1954)
1087,Madame Butterfly (1995),Musical,3.75,/media/Madame Butterfly (1995)
1088,Dirty Dancing (1987),Drama|Musical|Romance,3.358490566,/media/Dirty Dancing (1987)
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,4.1628787879,/media/Reservoir Dogs (1992)
1090,Platoon (1986),Drama|War,3.9338235294,/media/Platoon (1986)
1091,Weekend at Bernie's (1989),Comedy,2.6296296296,/media/Weekend at Bernie's (1989)
1092,Basic Instinct (1992),Crime|Mystery|Thriller,3.2946428571,/media/Basic Instinct (1992)
1093,"Doors, The (1991)",Drama,3.1111111111,"/media/Doors, The (1991)"
1094,"Crying Game, The (1992)",Drama|Romance|Thriller,3.92,"/media/Crying Game, The (1992)"
1095,Glengarry Glen Ross (1992),Drama,3.8703703704,/media/Glengarry Glen Ross (1992)
1096,Sophie's Choice (1982),Drama,4.0384615385,/media/Sophie's Choice (1982)
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,3.76875,/media/E.T. the Extra-Terrestrial (1982)
1099,"Christmas Carol, A (1938)",Children|Drama|Fantasy,3.5454545455,"/media/Christmas Carol, A (1938)"
1100,Days of Thunder (1990),Action|Drama|Romance,2.5789473684,/media/Days of Thunder (1990)
1101,Top Gun (1986),Action|Romance,3.3243243243,/media/Top Gun (1986)
1103,Rebel Without a Cause (1955),Drama,3.9375,/media/Rebel Without a Cause (1955)
1104,"Streetcar Named Desire, A (1951)",Drama,3.9125,"/media/Streetcar Named Desire, A (1951)"
1105,Children of the Corn IV: The Gathering (1996),Horror,1.75,/media/Children of the Corn IV: The Gathering (1996)
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,3.9375,/media/Microcosmos (Microcosmos: Le peuple de l'herbe) (1996)
1112,Palookaville (1996),Action|Comedy|Drama,3.6666666667,/media/Palookaville (1996)
1113,"Associate, The (1996)",Comedy,2.4285714286,"/media/Associate, The (1996)"
1114,"Funeral, The (1996)",Crime|Drama,3.1666666667,"/media/Funeral, The (1996)"
1120,"People vs. Larry Flynt, The (1996)",Comedy|Drama,3.6212121212,"/media/People vs. Larry Flynt, The (1996)"
1123,"Perfect Candidate, A (1996)",Documentary,4,"/media/Perfect Candidate, A (1996)"
1124,On Golden Pond (1981),Drama,3.6071428571,/media/On Golden Pond (1981)
1125,"Return of the Pink Panther, The (1975)",Comedy|Crime,3.4107142857,"/media/Return of the Pink Panther, The (1975)"
1126,Drop Dead Fred (1991),Comedy|Fantasy,2.7272727273,/media/Drop Dead Fred (1991)
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,3.6126760563,"/media/Abyss, The (1989)"
1128,"Fog, The (1980)",Horror,3.4166666667,"/media/Fog, The (1980)"
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,3.3125,/media/Escape from New York (1981)
1130,"Howling, The (1980)",Horror|Mystery,3.75,"/media/Howling, The (1980)"
1131,Jean de Florette (1986),Drama|Mystery,4.0882352941,/media/Jean de Florette (1986)
1132,Manon of the Spring (Manon des sources) (1986),Drama,3.65625,/media/Manon of the Spring (Manon des sources) (1986)
1133,Talking About Sex (1994),Comedy|Drama,3,/media/Talking About Sex (1994)
1135,Private Benjamin (1980),Comedy,3.347826087,/media/Private Benjamin (1980)
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,4.224137931,/media/Monty Python and the Holy Grail (1975)
1137,Hustler White (1996),Romance,4,/media/Hustler White (1996)
1145,Snowriders (1996),Documentary,3,/media/Snowriders (1996)
1147,When We Were Kings (1996),Documentary,4.4375,/media/When We Were Kings (1996)
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,4.0933333333,/media/Wallace & Gromit: The Wrong Trousers (1993)
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,3.8,"/media/Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)"
1151,Lesson Faust (1994),Animation|Comedy|Drama|Fantasy,4,/media/Lesson Faust (1994)
1152,He Walked by Night (1948),Crime|Film-Noir|Thriller,3,/media/He Walked by Night (1948)
1153,Raw Deal (1948),Film-Noir,3,/media/Raw Deal (1948)
1154,T-Men (1947),Film-Noir,1,/media/T-Men (1947)
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama|War,4.0625,"/media/Tin Drum, The (Blechtrommel, Die) (1979)"
1162,"Ruling Class, The (1972)",Comedy|Drama,3.6,"/media/Ruling Class, The (1972)"
1163,Mina Tannenbaum (1994),Drama,2.5,/media/Mina Tannenbaum (1994)
1164,2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her) (1967),Drama,1,/media/2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her) (1967)
1165,"Bloody Child, The (1996)",Drama|Thriller,1.5,"/media/Bloody Child, The (1996)"
1167,Dear God (1996),Comedy,2,/media/Dear God (1996)
1168,Bad Moon (1996),Action|Adventure|Horror,3,/media/Bad Moon (1996)
1169,American Dream (1990),Documentary,4,/media/American Dream (1990)
1171,Bob Roberts (1992),Comedy,3.5806451613,/media/Bob Roberts (1992)
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,4.2608695652,/media/Cinema Paradiso (Nuovo cinema Paradiso) (1989)
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama,3.2105263158,"/media/Cook the Thief His Wife & Her Lover, The (1989)"
1174,Dead Tired (Grosse Fatigue) (1994),Comedy,3,/media/Dead Tired (Grosse Fatigue) (1994)
1175,Delicatessen (1991),Comedy|Drama|Romance,4.1666666667,/media/Delicatessen (1991)
1176,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",Drama|Fantasy|Romance,3.7777777778,"/media/Double Life of Veronique, The (Double Vie de Véronique, La) (1991)"
1177,Enchanted April (1992),Drama|Romance,3.7692307692,/media/Enchanted April (1992)
1178,Paths of Glory (1957),Drama|War,4.3666666667,/media/Paths of Glory (1957)
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,3.85,"/media/Grifters, The (1990)"
1180,Hear My Song (1991),Comedy,3.6666666667,/media/Hear My Song (1991)
1181,"Shooter, The (1997)",Western,4,"/media/Shooter, The (1997)"
1183,"English Patient, The (1996)",Drama|Romance|War,3.6013513514,"/media/English Patient, The (1996)"
1184,Mediterraneo (1991),Comedy|Drama,4,/media/Mediterraneo (1991)
1185,My Left Foot (1989),Drama,3.75,/media/My Left Foot (1989)
1186,"Sex, Lies, and Videotape (1989)",Drama,3.6379310345,"/media/Sex, Lies, and Videotape (1989)"
1187,Passion Fish (1992),Drama,3.5,/media/Passion Fish (1992)
1188,Strictly Ballroom (1992),Comedy|Romance,3.3970588235,/media/Strictly Ballroom (1992)
1189,"Thin Blue Line, The (1988)",Documentary,4,"/media/Thin Blue Line, The (1988)"
1190,Tie Me Up! Tie Me Down! (¡Átame!) (1990),Crime|Drama|Romance,2.1,/media/Tie Me Up! Tie Me Down! (¡Átame!) (1990)
1191,Madonna: Truth or Dare (1991),Documentary|Musical,3.55,/media/Madonna: Truth or Dare (1991)
1192,Paris Is Burning (1990),Documentary,4.3888888889,/media/Paris Is Burning (1990)
1193,One Flew Over the Cuckoo's Nest (1975),Drama,4.2569444444,/media/One Flew Over the Cuckoo's Nest (1975)
1194,Cheech and Chong's Up in Smoke (1978),Comedy,3.7333333333,/media/Cheech and Chong's Up in Smoke (1978)
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,4.2329059829,/media/Star Wars: Episode V - The Empire Strikes Back (1980)
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,4.2085889571,"/media/Princess Bride, The (1987)"
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,4.1931818182,/media/Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
1199,Brazil (1985),Fantasy|Sci-Fi,4.0322580645,/media/Brazil (1985)
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,3.924,/media/Aliens (1986)
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,3.9385964912,"/media/Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)"
1202,Withnail & I (1987),Comedy,3.6428571429,/media/Withnail & I (1987)
1203,12 Angry Men (1957),Drama,4.3040540541,/media/12 Angry Men (1957)
1204,Lawrence of Arabia (1962),Adventure|Drama|War,4.2156862745,/media/Lawrence of Arabia (1962)
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,4,"/media/Clockwork Orange, A (1971)"
1207,To Kill a Mockingbird (1962),Drama,4.18125,/media/To Kill a Mockingbird (1962)
1208,Apocalypse Now (1979),Action|Drama|War,4.1383928571,/media/Apocalypse Now (1979)
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western,4.21875,/media/Once Upon a Time in the West (C'era una volta il West) (1968)
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,4.0599078341,/media/Star Wars: Episode VI - Return of the Jedi (1983)
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance,4.2105263158,"/media/Wings of Desire (Himmel über Berlin, Der) (1987)"
1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,4.25,"/media/Third Man, The (1949)"
1213,Goodfellas (1990),Crime|Drama,4.2022900763,/media/Goodfellas (1990)
1214,Alien (1979),Horror|Sci-Fi,3.9881889764,/media/Alien (1979)
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,3.8173076923,/media/Army of Darkness (1993)
1216,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance,2.9,"/media/Big Blue, The (Grand bleu, Le) (1988)"
1217,Ran (1985),Drama|War,4.4230769231,/media/Ran (1985)
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller,4.2142857143,"/media/Killer, The (Die xue shuang xiong) (1989)"
1219,Psycho (1960),Crime|Horror,4.2532467532,/media/Psycho (1960)
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,3.8936170213,"/media/Blues Brothers, The (1980)"
1221,"Godfather: Part II, The (1974)",Crime|Drama,4.3851851852,"/media/Godfather: Part II, The (1974)"
1222,Full Metal Jacket (1987),Drama|War,4.0336538462,/media/Full Metal Jacket (1987)
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,4.0897435897,"/media/Grand Day Out with Wallace and Gromit, A (1989)"
1224,Henry V (1989),Action|Drama|Romance|War,4.1818181818,/media/Henry V (1989)
1225,Amadeus (1984),Drama,4.155,/media/Amadeus (1984)
1226,"Quiet Man, The (1952)",Drama|Romance,3.5769230769,"/media/Quiet Man, The (1952)"
1227,Once Upon a Time in America (1984),Crime|Drama,4.1818181818,/media/Once Upon a Time in America (1984)
1228,Raging Bull (1980),Drama,4.35,/media/Raging Bull (1980)
1230,Annie Hall (1977),Comedy|Romance,4.09375,/media/Annie Hall (1977)
1231,"Right Stuff, The (1983)",Drama,3.9111111111,"/media/Right Stuff, The (1983)"
1232,Stalker (1979),Drama|Mystery|Sci-Fi,3.85,/media/Stalker (1979)
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War,4.1666666667,"/media/Boot, Das (Boat, The) (1981)"
1234,"Sting, The (1973)",Comedy|Crime,4.0158730159,"/media/Sting, The (1973)"
1235,Harold and Maude (1971),Comedy|Drama|Romance,3.7840909091,/media/Harold and Maude (1971)
1236,Trust (1990),Comedy|Drama|Romance,3.8,/media/Trust (1990)
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,4.28125,"/media/Seventh Seal, The (Sjunde inseglet, Det) (1957)"
1238,Local Hero (1983),Comedy,4.1470588235,/media/Local Hero (1983)
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,3.9588607595,"/media/Terminator, The (1984)"
1241,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror,3,/media/Dead Alive (Braindead) (1992)
1242,Glory (1989),Drama|War,3.8362068966,/media/Glory (1989)
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,4.0454545455,/media/Rosencrantz and Guildenstern Are Dead (1990)
1244,Manhattan (1979),Comedy|Drama|Romance,3.962962963,/media/Manhattan (1979)
1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller,3.8518518519,/media/Miller's Crossing (1990)
